,Total Food Expenditure,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure
23241,49688,25690,21756,3012,5283,1080,1610,4550,0,0,1768,10020,5218,5700,0,0,3408,2500
23242,299289,36779,24125,32038,29891,11108,15687,72700,16332,14480,91550,121740,19800,61170,28794,2250,70674,51000
23243,60876,17216,8840,5364,17011,2040,2815,6800,1300,4520,3580,6420,0,870,1920,0,2400,0
23244,132872,23312,9919,10722,8322,2801,2645,28500,0,6033,9490,29892,6440,9066,3420,750,9708,0
23245,53008,21902,12440,500,7054,1450,1370,9650,0,2172,1205,17520,132600,2502,3996,400,3966,1000
23246,52417,8870,3804,6994,14221,2155,3462,3920,13814,15204,5260,14400,6767,2394,420,0,1866,0
23247,75299,21442,15928,9591,6164,2480,3450,18068,7414,3620,2165,9660,483,780,1170,650,5922,0
23248,352878,61151,35595,56748,18909,7030,16576,81060,7006,23530,38977,93900,5000,27696,28500,31300,94242,6000
23249,71960,25031,18100,11755,6982,2151,1924,15610,3906,0,4105,12480,1020,1986,360,13200,13614,5000
23250,306976,42631,28719,56647,34065,11580,30305,58520,18100,29684,40180,87540,245825,130230,18690,60915,76164,80000
23251,127420,31618,25505,20388,16564,1528,6960,15100,0,0,9585,42660,76900,5568,7800,27900,48210,1000
23252,52914,19572,14520,7645,9003,970,3065,260,0,3620,1155,10836,1130,8730,1260,0,3324,0
23253,66432,24662,18940,6315,10241,2025,5020,9310,0,0,2635,32760,170,3510,6240,3150,8496,0
23254,48546,21230,15600,2535,7420,180,2590,8800,0,1086,1156,9240,2500,3378,90,1025,4770,0
23255,119703,46620,37350,11288,15020,2220,6015,18980,708,0,4983,43560,583,11010,1770,1850,5616,2950
23256,72640,33531,21336,5083,12686,1860,6833,2750,1520,1560,1505,13020,160,2580,0,50,2190,500
23257,77384,27159,22795,8310,7514,1245,5965,16563,576,3172,4040,38640,302,7296,4056,3300,6336,4000
23258,75232,25276,13036,7046,10865,1635,6887,9880,132,0,5408,24420,202,9198,540,2421,3660,1800
23259,151236,44860,32986,12390,18610,6663,11711,29716,4760,0,11956,37398,2413,10896,3000,4750,11436,6200
23260,113273,14719,8460,11167,23506,2275,6896,39050,2158,0,15195,56040,3212,32406,25398,0,40656,10000
23261,146708,48714,39830,22519,24820,3515,10240,11172,5898,4660,33405,87030,16595,24390,16794,27700,42234,13000
23262,129751,26290,19930,14462,19402,3325,7426,39960,288,0,8692,31872,3757,12552,4680,0,27342,2000
23263,137331,33874,24400,6920,8899,2885,5498,62340,300,8912,5340,84480,1217,27762,6000,10850,21288,15050
23264,80375,17614,9568,5736,7286,1214,3191,29590,0,0,8487,8556,4465,12420,600,0,30828,6500
23265,96139,40897,33091,10330,11345,3275,4786,15020,1248,1040,2490,18060,2784,3834,2652,1300,11952,2200
23266,31828,10113,2992,2730,7930,915,2287,780,570,3740,1790,12480,399,1884,120,0,2694,0
23267,98326,29067,23775,6470,11747,1820,4124,31380,576,5180,15883,16104,3952,6006,5562,8700,8004,7435
23268,96299,34026,13160,7063,15468,1695,4071,22340,462,520,2335,16026,3153,4854,408,1000,4134,2200
23269,92397,33240,8424,7042,12544,5170,3797,16650,1144,780,2283,12144,1880,6162,336,1150,2862,1500
23270,113140,35151,26232,15609,20974,1870,5466,12190,1830,2580,11235,34500,2167,6504,2160,150,7542,9000
23271,57776,19878,16070,9482,9232,1400,4495,4470,3445,65,2010,16044,197,6558,462,650,3132,1500
23272,36808,9180,2646,3952,9003,2040,3727,2380,1248,0,2180,15522,528,3162,444,0,5274,700
23273,46677,16936,12714,7942,9396,935,3859,1950,150,2070,1930,9522,2587,2886,360,0,2034,1000
23274,96398,29556,15852,9314,20316,2805,4952,14920,1300,7240,4300,17142,620,4014,558,9800,3720,13500
23275,43090,21700,12500,2440,8035,680,3800,1320,600,180,870,3924,65,600,0,750,1338,2000
23276,38414,16450,11460,3255,6111,1160,4755,1550,650,780,1155,3720,302,1860,0,100,3510,1600
23277,46831,24632,10920,3216,6109,828,3685,3510,750,780,1835,4920,770,2400,210,100,1680,1000
23278,63724,37861,0,3000,6545,2175,3355,3110,640,0,1285,6000,125,2460,0,120,2712,1000
23279,35503,14288,4550,1412,7008,1900,4455,840,1205,1040,1310,8220,25,1362,0,120,2220,1000
23280,47811,23756,18200,1540,9437,740,4030,1035,600,0,1840,11898,788,6216,438,3010,3030,2000
23281,36122,16825,0,1712,5414,1250,2729,4806,300,0,1385,6420,110,750,156,1050,1788,500
23282,32849,16762,0,2218,5924,1111,2474,613,2110,1810,1100,6948,285,540,0,50,1680,0
23283,36130,16827,7605,1535,7206,905,2550,1780,0,0,890,6888,110,2280,240,680,2028,1150
23284,41208,18807,600,3300,6160,1180,3055,4520,1410,272,805,5160,345,1260,720,880,1938,700
23285,22224,6921,3619,4320,3712,530,1700,2600,0,780,800,5820,767,1440,0,0,618,600
23286,32985,14952,6318,3556,5453,508,3820,1200,170,260,750,4770,95,480,336,0,1074,400
23287,33706,17198,7800,1470,5890,530,2715,2540,0,0,2180,9420,125,1800,1680,420,1992,700
23288,51477,21990,700,3900,6745,1635,2860,2530,2490,0,1010,8190,130,12258,864,300,1356,2000
23289,38107,13002,0,2860,6016,1060,2261,5770,0,0,2265,11370,50,1770,204,250,3054,1500
23290,49022,24085,0,640,9616,900,5973,3400,0,780,1490,8010,61,1380,0,1400,2784,500
23291,30507,12023,645,1120,7211,905,2728,1230,0,0,2735,4728,175,5796,1020,200,3390,1200
23292,35825,14851,513,890,6703,620,5575,840,300,1560,1335,4962,169,1020,918,1200,1746,500
23293,131437,35583,22260,17684,16214,4024,9423,28860,70,0,15550,89514,11768,44100,36000,37500,40938,11500
23294,111117,32716,26064,6527,11349,5030,6028,29260,8700,3620,9709,74634,17380,59520,19020,4600,31962,14300
23295,36373,11399,9892,4895,5707,1940,4269,720,150,0,1280,23178,2370,3624,0,0,2310,4000
23296,137848,33275,27648,11160,9465,1345,3430,59370,390,1448,12402,21300,7263,15294,3696,750,17052,12300
23297,80937,26532,22000,5640,16078,795,7069,9160,1280,754,6724,14466,400,9312,432,2550,7542,8400
23298,64210,30671,27150,4945,4312,950,4416,8540,542,260,1706,7260,179,7506,2310,1100,4182,3900
23299,69927,24212,20260,4954,8526,2440,4481,7120,1274,2172,6509,36900,55080,8718,1392,500,15834,4050
23300,64068,17733,16340,3540,17757,1331,6000,6859,2439,0,3739,20952,3798,5436,1500,12275,9654,2600
23301,111406,26759,20520,14655,16612,2105,8241,25480,0,0,10980,34464,6570,7842,7200,4600,6714,9000
23302,287055,42625,32821,19426,17432,5390,8115,177340,0,11041,34203,56910,59620,40560,29280,47450,75150,26000
23303,84103,34350,29690,7534,8760,815,4167,9120,1276,1040,4855,21120,2434,10074,4158,5300,5604,7500
23304,294838,49367,40725,9021,17377,3810,10045,161570,7100,3620,14982,33852,47968,20640,6180,300,9264,11300
23305,137227,38151,30508,13506,24696,2205,5755,27370,900,3620,13876,45300,2030,28098,5694,8250,20052,12000
23306,118301,27433,24180,13124,14224,3585,9505,29260,0,0,12043,56436,4902,17148,4434,36998,15174,4000
23307,129037,12818,6300,6883,42407,5830,9805,27175,4400,14480,14170,51282,4524,15684,2400,3400,6672,6000
23308,54057,19177,16475,1500,10832,1750,4080,6800,1570,0,1640,13224,5372,6660,696,850,2424,0
23309,70189,34220,32366,3870,10815,1265,3948,7770,0,2080,4590,15360,683,10590,360,2326,3342,0
23310,44876,20086,15338,1938,5266,1945,2010,3410,1840,4976,980,9618,522,4602,540,1400,1230,0
23311,75650,31093,27124,11067,10791,1851,3540,3300,1470,7760,5016,15642,5766,6558,2184,8010,4668,2000
23312,48089,16282,12870,7838,6418,1136,2425,1950,630,0,3020,19890,389,7986,2070,0,2514,6000
23313,157995,60296,50727,19688,27414,2460,5860,6602,14900,5700,8990,49638,1346,19458,3300,18270,6450,12000
23314,24475,8261,6695,1998,4950,725,2720,2140,3640,10860,1990,6546,0,984,0,0,792,0
23315,81522,41519,36270,5721,11436,2195,3095,5980,2470,12670,4459,9030,460,5364,1302,8750,3852,11200
23316,89066,43251,37460,6628,11618,1156,5720,5410,3200,3620,7159,7758,11898,6474,1380,1680,4284,0
23317,65262,27613,24732,5200,7946,2810,5055,8890,200,3120,2040,9018,0,2436,612,630,1608,0
23318,46500,22026,18725,2565,6671,2160,3280,800,0,7375,1820,7578,95,720,636,680,2496,500
23319,67991,35668,34400,3223,6538,3480,3549,20412,3770,0,3235,10542,95,7302,1500,18200,3738,5000
23320,87520,45637,39845,8394,10334,960,3775,6660,905,0,4732,14382,615,4668,2700,2567,5244,0
23321,148583,87810,41180,6413,19432,5214,4347,17260,1215,0,5840,16164,12325,11040,600,4450,7482,8000
23322,78891,24531,21285,4440,7714,5683,19650,6480,0,390,6480,12462,3127,3360,1206,19020,4116,7000
23323,48199,24341,14090,1935,6224,1947,8231,1260,0,2070,2075,7092,15,780,396,40,1134,2360
23324,47632,20729,12594,2758,6788,2032,4045,5750,2420,2080,1305,6330,2514,3222,540,100,1800,9000
23325,91570,34420,29400,5868,15901,2680,3385,15970,0,0,29625,14040,11791,18186,948,2936,17028,1050
23326,44655,25506,22503,3885,3896,2410,2377,580,1885,0,1420,4644,2581,840,156,500,5622,0
23327,32895,9897,8358,3822,4548,10135,1770,380,4485,0,299,4050,350,540,0,0,1578,0
23328,58539,24513,20540,3954,9514,1780,4215,4970,1170,1810,1290,8706,3995,2946,348,650,5814,0
23329,46878,15935,12740,4532,8585,1615,3323,5765,0,0,13309,18120,10218,11688,3594,0,12642,4480
23330,40123,12319,8760,4417,7622,1370,2653,3760,0,0,6777,15594,1232,1440,546,395,5010,4600
23331,44802,9968,6974,2719,4436,2110,2303,13270,0,0,7200,17100,3840,1764,5748,600,9048,1500
23332,50880,19761,17080,3066,11959,2515,2863,3930,4355,3890,3970,8220,640,1770,156,950,5286,1100
23333,56544,20839,19035,3557,8202,2315,2150,18010,2340,5883,8284,6900,1234,6318,480,15710,4974,0
23334,164026,39210,29380,10002,15556,2990,7479,8360,9810,16290,32418,34332,15794,21822,8322,1650,23910,30900
23335,73382,24870,21060,3898,11093,4015,6014,2300,7670,10860,7383,17100,2973,9300,1302,0,12246,9000
23336,99058,17708,11893,3617,10229,3150,3982,36060,6110,10165,13209,16500,2902,5034,2034,0,17220,4200
23337,45273,18621,16796,6254,6604,2720,5525,720,4095,16290,6675,14478,100,1920,858,0,7608,0
23338,41970,18772,15990,2796,5986,885,2705,2860,0,0,4826,12300,919,3390,294,900,5946,1100
23339,106771,36132,31980,7926,16870,4330,6207,16100,3900,9230,44715,17856,476,35220,2400,0,53982,4874
23340,60659,20306,17550,4912,15398,4240,3279,5060,6370,0,20123,34800,1311,16764,15456,0,18972,0
23341,55682,19591,15808,6348,12614,1910,2948,4290,1300,9050,5784,20820,4385,6372,534,0,4524,5200
23342,56439,20741,18200,5085,8492,8260,4575,1660,4810,905,6885,9888,1930,3990,570,0,2868,600
23343,65088,20840,17550,4686,7405,5190,2845,3820,3575,2340,3213,21552,1859,11118,912,17889,7992,1100
23344,55567,22413,18590,3154,6551,2180,2908,3610,8385,5565,5894,16686,5055,7584,270,525,5454,4600
23345,72360,31876,29120,4936,14516,2110,2642,7380,2600,4525,5109,16686,286,3450,336,2700,4224,2330
23346,103671,53979,49400,6783,10040,5758,3329,16450,3770,5883,4625,19590,7940,11982,1638,29570,11460,2650
23347,15277,5856,5268,3892,2006,1170,1120,0,3640,6805,680,6120,28,1200,156,0,852,0
23348,58519,27646,24778,3776,7642,3705,6525,4510,2470,0,1806,5622,1005,900,156,1100,2976,0
23349,96241,22594,16880,9126,16784,3200,6730,17520,1900,4160,2855,14460,20965,4158,1800,9510,8604,7875
23350,48404,12900,9196,3942,7627,1850,4950,4040,900,2210,945,10560,520,1680,540,650,3180,0
23351,53689,18916,15396,3966,10091,2780,3850,3265,0,4576,635,16170,17991,2496,1920,0,3120,2500
23352,56551,21668,18200,3163,11092,2690,4900,2280,5200,0,1374,12600,1005,2772,540,350,4134,2200
23353,66037,15948,13036,4238,11962,3090,3100,6500,3260,0,3670,27120,4490,720,1800,820,10122,8700
23354,68905,26154,22880,3988,14032,1810,3400,9360,1200,3120,800,7860,1128,1620,180,1150,2040,0
23355,72955,28249,22200,6300,15864,1720,4303,3620,300,2080,1275,22350,2328,1440,840,1270,6186,6300
23356,66225,22088,17784,4020,18905,1870,5127,3070,600,3120,1590,13470,1084,2160,780,1560,3366,4700
23357,43823,17340,14690,1965,9174,1360,3170,3110,3200,4472,2235,12450,510,1920,1080,800,2418,2000
23358,61041,21550,17244,7148,10596,2750,3968,3800,7800,5200,1530,17520,10754,2220,2040,0,2628,6700
23359,67667,23644,17856,5882,13144,2495,4920,4160,6500,9050,2340,17112,356,11106,3042,660,8070,5800
23360,71079,21812,15340,11205,8604,2460,4556,1425,1600,3110,1315,6360,75,2766,222,190,3006,500
23361,37951,9533,5676,2952,9746,1508,2898,2800,1300,0,8200,10650,90,6372,3000,0,1800,2000
23362,97681,50594,43520,5710,16120,2520,6259,2200,810,4940,2546,12360,180,2430,546,2630,6060,0
23363,70360,26968,11800,4676,6998,2265,5946,2475,3900,0,2685,12300,365,2700,624,1120,5490,1150
23364,46381,12774,9840,4300,8618,2050,6810,1560,0,0,905,7200,6420,3900,672,0,1950,1200
23365,90991,39790,14550,3268,8834,2010,5584,23315,900,520,3155,7500,89,2310,210,1600,2646,0
23366,63845,22691,16750,5958,11464,3220,5900,1560,3604,4160,1010,11448,390,6936,1638,0,3948,3700
23367,28988,6610,4204,2550,7808,920,4808,540,5175,4160,1005,8484,38,1332,0,0,1350,0
23368,34568,12855,11700,3060,9102,1800,3493,390,0,0,2630,5244,3750,720,300,0,1176,300
23369,118963,44049,37907,6730,29246,3393,8109,9900,4290,8580,5995,27768,0,12660,8580,4275,13500,4000
23370,101102,33721,25886,15969,18586,2540,6222,5220,1040,12670,3135,10980,1704,9504,1836,3550,5220,5000
23371,92871,27927,19860,12806,9662,3400,7986,9000,0,0,2570,17868,6468,16278,1980,3670,13506,6500
23372,107618,37240,32808,8760,10464,1560,6714,23550,1300,0,920,9108,235,4212,612,8420,10812,0
23373,98377,15287,6243,19907,21375,4582,9517,8950,0,0,15375,25860,3000,4950,1500,650,6468,5500
23374,119468,49281,41335,19076,12906,2940,5857,11620,3510,4344,1813,22740,1260,12804,2280,5000,8772,8600
23375,59244,20164,16554,5388,19431,960,3699,650,4420,5180,3540,13902,3688,654,0,0,3462,1300
23376,139010,42296,34648,30622,18595,4222,9452,10740,110,5430,3565,26298,458,8928,924,670,4902,3500
23377,95881,39367,35255,2010,11320,2560,6178,11595,0,0,1208,13320,32540,3042,888,1000,4536,0
23378,99023,25958,21800,16613,13470,4070,8471,11114,4052,10860,1605,15396,1946,11100,1866,1115,3828,0
23379,79858,31624,27430,6660,16395,2230,5230,4680,5200,7760,1630,12198,970,11004,1800,0,3870,0
23380,65160,22680,15690,7058,7864,3190,5982,1336,160,0,1510,12792,120,2142,90,375,5544,0
23381,41916,16529,11284,2271,7875,3560,3950,455,90,20,322,11364,332,1320,180,0,1260,0
23382,140935,37892,29312,7346,18628,6020,7243,43547,2080,0,9125,28608,147,11352,3720,32850,9924,2500
23383,55559,16888,8725,5566,10454,2075,4569,6500,0,0,4320,14388,754,2856,2988,0,6084,0
23384,94187,40695,30501,4352,11384,4220,5469,11855,1482,2340,848,13200,125,816,42,630,4974,0
23385,44479,14234,9840,2652,7287,455,4298,3900,0,0,1290,17076,30,324,0,0,3924,0
23386,27090,11711,10010,3215,3492,660,1631,780,950,1820,900,7206,671,1032,360,0,2028,0
23387,43508,25353,20332,2740,5968,1180,2001,400,950,1560,690,5952,276,360,0,270,1128,0
23388,48198,19937,18015,5690,6773,675,2166,2080,0,9880,3115,12732,2785,3222,1668,0,2730,3000
23389,51892,25821,22800,3660,6342,1410,2930,1920,0,4160,765,7440,1034,2520,1140,3680,3180,3000
23390,40745,25248,24290,2070,5526,640,2002,1680,950,260,355,4248,635,300,0,190,1008,0
23391,52289,22962,20692,2602,9393,570,2950,5120,1900,1195,2620,14112,323,6660,2700,3000,4692,1000
23392,48538,20670,14500,4974,6341,705,2225,1650,1300,3224,2820,8700,614,1326,4500,3474,4704,0
23393,28191,17409,16245,1900,2926,430,1084,260,1326,2080,570,5466,646,636,420,80,2394,500
23394,42443,18928,17060,4930,4983,665,2063,2260,2742,0,920,9192,583,2238,888,1760,3882,1000
23395,65164,33294,30990,4530,9803,695,2092,6100,2600,3640,1640,14934,1762,7716,960,1450,6756,1500
23396,84371,23666,19497,10358,7728,1305,2719,36946,10050,8320,4150,12288,654,17178,1380,31199,7560,3400
23397,46327,26230,23540,2925,3845,2115,2066,2060,300,0,1000,5826,565,1488,432,860,4212,1000
23398,37022,19313,18066,5514,3696,905,1481,462,2652,2860,1040,11040,247,2814,690,0,5100,0
23399,46205,21286,19220,3415,7003,830,2107,1300,1600,5096,2920,12522,159,2328,1380,0,4008,1000
23400,40906,17824,15210,2730,3197,860,2474,3960,1300,1040,2415,9270,1289,2394,1200,1020,5256,1500
23401,35030,15833,9269,2810,4929,305,2074,3530,0,0,1900,15210,167,5556,882,700,2538,0
23402,189062,57642,38350,15825,28360,2865,4858,38420,540,8415,3438,11772,3620,15618,4728,1300,9828,0
23403,74119,25478,19604,9439,7386,2740,3329,14460,300,2070,3686,10650,60,7344,1842,0,9402,0
23404,218583,68780,52936,22328,31611,5424,5763,39090,4210,36500,4444,21972,5831,33024,2268,500,34194,0
23405,39608,18001,9555,2625,7668,830,3142,300,0,1820,615,8532,193,1536,0,0,1824,0
23406,75367,21976,17940,5813,10878,735,3088,5030,1300,3110,574,10176,34,3636,0,580,5784,0
23407,67839,26608,17610,9079,5684,2260,4038,4954,0,0,2795,14274,1506,5262,2082,1310,6132,0
23408,76436,27817,22100,11773,10999,1591,3291,1630,0,0,2232,15642,364,3048,1566,0,6912,7000
23409,95456,40984,34320,11734,10082,1870,3868,10450,585,2080,1248,9738,1044,9474,1344,1250,8244,0
23410,93568,26627,17640,9287,17327,2188,5268,13950,3530,0,3341,16776,1890,13230,3072,3100,10770,0
23411,68702,14736,8028,8687,12709,4415,6047,9090,2130,0,7272,26760,1406,14340,3468,420,5904,0
23412,104310,31985,23634,7912,21742,3415,4209,24640,1414,5460,11218,56760,30015,10926,1656,41050,31584,7500
23413,21132,7003,5232,538,3296,1500,3068,2680,0,0,810,6690,910,1020,180,0,1170,0
23414,110089,36731,19363,12864,10026,2970,2640,23270,0,2340,14724,69312,1738,17736,9780,2500,19056,4000
23415,71055,21082,17759,3638,23309,4289,2100,9080,240,0,1819,12600,279,3696,720,320,10128,0
23416,162613,39836,33800,15361,21848,3830,3401,15540,270,720,4269,33930,2184,5886,8460,770,21552,6500
23417,43947,15631,12090,3351,6500,1350,2975,7500,1012,1560,2327,9318,7665,516,0,0,2952,0
23418,72985,26223,24923,3640,7238,2805,3568,5480,1024,2600,8194,12204,3995,1500,60,1260,7266,2000
23419,62916,30347,28100,7601,5746,1920,4363,3780,252,0,9705,12852,379,9012,2400,250,10506,30000
23420,102130,26184,22800,1890,19467,1638,2710,5440,0,0,1779,10812,11137,5268,672,520,8232,0
23421,98584,31419,25285,10121,19994,3500,4410,12920,0,0,6497,28770,1000,5316,2220,775,11766,7000
23422,73072,13715,5850,10574,11070,1668,3067,10980,0,0,9499,14490,1100,1464,480,1460,6306,2700
23423,53512,10848,7010,1176,4294,2210,2235,27780,0,0,1809,7500,2520,600,0,0,1782,0
23424,49784,19974,16060,4222,5344,930,2180,9340,240,1820,3243,10140,4032,5292,600,0,4578,2500
23425,103221,26197,16468,11662,8660,3570,4090,26250,0,2080,19808,41760,3228,9498,7800,49690,45396,10000
23426,164318,16986,11328,8022,41454,5810,9365,72800,16560,9980,16817,48510,3838,21138,21636,0,51504,0
23427,117854,33336,22889,19338,13636,5693,5015,26420,0,0,9733,49470,3560,29412,6420,4100,30402,13500
23428,48867,28226,15800,1900,3511,1170,2518,7700,0,0,3236,16008,1188,3840,840,920,17928,5000
23429,78827,24971,20870,5765,12240,1670,4663,15100,0,0,10196,28692,3683,4224,7020,1080,9276,4600
23430,58269,25746,20864,3645,10294,1408,3270,3690,2340,780,7774,11028,719,1824,1650,1855,3792,800
23431,89238,40965,37946,4236,15736,1583,4114,4077,13200,5148,14130,12390,2616,2940,1182,0,4398,5000
23432,130013,59524,50923,5244,24420,2886,3553,9718,0,0,11150,13536,1760,13896,2676,1860,7770,2000
23433,32143,9278,5320,1000,8921,1389,2179,3542,0,0,2750,10374,182,3234,528,800,3180,0
23434,42625,18469,14585,1081,5441,898,2895,4186,0,0,3930,13050,740,3696,654,900,2196,0
23435,85582,36225,30871,3432,11521,2768,2505,9294,6760,780,12982,17574,3089,13104,7098,0,6654,0
23436,16626,5189,4172,158,3284,274,1273,3120,0,0,845,8598,30,444,0,0,786,0
23437,100296,51188,45645,2468,12708,2494,3898,3880,3600,1690,5335,18864,684,8844,2592,1370,6882,0
23438,103295,50040,39774,3997,16863,2439,3660,4040,0,0,7342,16500,1710,2130,2424,880,8286,0
23439,28969,11528,10328,698,5662,696,1378,330,0,0,2881,13992,2042,288,378,0,1278,0
23440,63237,26948,24160,2436,10683,1478,3278,5536,845,0,9463,12480,136,6486,1266,10170,4164,0
23441,90235,33291,24430,6258,12440,2698,2993,26330,170,0,7902,38256,4646,9954,3480,1500,6936,0
23442,57812,28827,24040,1868,7492,1224,3037,2840,0,0,2690,14118,2260,2706,468,800,2832,0
23443,64503,36763,32816,1476,8332,1084,2559,3416,0,0,3363,13194,343,2346,972,380,3300,0
23444,67882,29597,20301,3026,12830,1890,3332,5866,5980,1794,11421,19860,2002,5670,1650,1380,5298,0
23445,68366,27749,23149,2389,8896,6954,3532,4411,0,0,6645,17220,456,2346,2262,1300,5304,0
23446,81472,37687,29656,3581,13604,1696,3153,3130,0,0,6863,22224,354,5502,2898,1050,8274,0
23447,88127,35513,28460,3040,13002,7298,2891,10526,0,0,11352,13116,2004,11298,1860,1055,5526,0
23448,107114,54370,47942,3415,16740,2555,4542,6380,800,910,9111,17808,19806,11028,2538,17700,9606,0
23449,100376,50102,41880,5508,12425,2284,4531,5488,3770,910,12648,11142,998,7440,1476,970,4350,0
23450,60415,26038,21898,2748,12480,1714,2315,1563,0,0,7562,13938,9350,2712,1614,550,4008,0
23451,53652,28695,23772,1229,6954,1056,3001,2788,3510,910,4258,14064,230,3180,0,400,4206,0
23452,77502,29533,23776,3407,16627,1975,3528,6980,4420,1170,14877,18816,439,2856,2754,870,5046,0
23453,135579,69772,60990,2922,16574,2173,3078,19258,8190,4290,19386,23958,620,10584,3234,1500,9450,0
23454,80364,32952,26324,2168,11489,1436,4350,13940,2340,5430,8397,13032,872,4602,2076,1275,5616,3000
23455,70336,34731,27254,2684,8774,2144,3227,5524,1890,905,4898,27966,1502,6642,2076,900,5226,0
23456,125337,52170,43576,8732,19262,1545,3841,25620,764,5690,1888,16050,680,6330,864,2172,4314,1500
23457,79675,12748,9426,8844,15691,1740,3700,15830,150,0,2065,100506,3744,8424,2736,4650,12252,4500
